,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
152907,for_sale,3.0,3.0,0.14,Cambridge,Massachusetts,2138.0,2200.0,2006-09-01,2500000.0
152910,for_sale,2.0,3.0,0.03,Boston,Massachusetts,2127.0,1137.0,2007-06-15,949000.0
152916,for_sale,3.0,2.0,0.04,Boston,Massachusetts,2113.0,1645.0,2006-06-01,1995000.0
152925,for_sale,3.0,2.0,0.13,Winchester,Massachusetts,1890.0,2759.0,1988-09-01,989900.0
152928,for_sale,6.0,5.0,0.21,Swampscott,Massachusetts,1907.0,6055.0,1994-07-29,2125000.0
152934,for_sale,4.0,3.0,0.23,Winchester,Massachusetts,1890.0,2957.0,1982-05-04,1699000.0
152940,for_sale,3.0,2.0,0.01,Revere,Massachusetts,2151.0,1710.0,2002-02-11,649900.0
152941,for_sale,1.0,1.0,0.01,Boston,Massachusetts,2127.0,560.0,2002-09-18,419000.0
152943,for_sale,5.0,4.0,0.3,Winchester,Massachusetts,1890.0,3129.0,2000-03-15,1799000.0
152945,for_sale,9.0,3.0,0.11,Somerville,Massachusetts,2145.0,3171.0,2002-04-01,1349900.0
152946,for_sale,2.0,1.0,0.05,Malden,Massachusetts,2148.0,908.0,1995-06-13,495000.0
152951,for_sale,2.0,3.0,0.04,Boston,Massachusetts,2118.0,1898.0,2019-05-23,2050000.0
152952,for_sale,5.0,5.0,0.34,Needham,Massachusetts,2494.0,5113.0,2001-10-30,2499000.0
152955,for_sale,6.0,5.0,0.19,Brookline,Massachusetts,2446.0,4357.0,2001-08-23,3100000.0
152968,for_sale,3.0,2.0,0.03,Malden,Massachusetts,2148.0,1612.0,2012-02-03,599900.0
152971,for_sale,4.0,2.0,0.08,Waltham,Massachusetts,2452.0,2176.0,2004-12-28,699900.0
152974,for_sale,2.0,2.0,0.12,Quincy,Massachusetts,2171.0,1017.0,2005-12-29,515000.0
152975,for_sale,6.0,2.0,0.06,Medford,Massachusetts,2155.0,2424.0,2000-05-25,899900.0
152978,for_sale,4.0,3.0,1.67,Needham,Massachusetts,2494.0,3847.0,1996-05-20,1650000.0
152980,for_sale,6.0,3.0,0.06,Everett,Massachusetts,2149.0,2704.0,1999-06-08,699500.0
152983,for_sale,4.0,3.0,0.17,Hull,Massachusetts,2045.0,3088.0,2007-10-12,1699000.0
152984,for_sale,4.0,5.0,0.28,Belmont,Massachusetts,2478.0,3431.0,2006-08-15,1999900.0
152985,for_sale,3.0,4.0,0.07,Boston,Massachusetts,2116.0,2864.0,2000-08-30,8250000.0
152990,for_sale,2.0,1.0,0.06,Boston,Massachusetts,2128.0,902.0,2005-08-30,599000.0
152991,for_sale,4.0,2.0,0.13,Medford,Massachusetts,2155.0,1924.0,2005-04-19,895000.0
152997,for_sale,5.0,5.0,2.3,Brookline,Massachusetts,2446.0,3531.0,2003-07-18,2900000.0
153000,for_sale,3.0,4.0,3.33,Newton,Massachusetts,2459.0,3146.0,2002-02-15,1650000.0
153004,for_sale,3.0,2.0,0.02,Boston,Massachusetts,2114.0,1070.0,2004-08-09,1365000.0
153005,for_sale,4.0,4.0,0.93,Newton,Massachusetts,2460.0,2220.0,2012-06-15,1750000.0
153010,for_sale,4.0,2.0,0.02,Boston,Massachusetts,2128.0,1728.0,2002-04-29,570000.0
153014,for_sale,3.0,2.0,0.1,Melrose,Massachusetts,2176.0,1296.0,2006-03-31,575000.0
153023,for_sale,6.0,3.0,0.33,Medford,Massachusetts,2155.0,3236.0,1997-01-31,1179000.0
153025,for_sale,3.0,2.0,0.07,Malden,Massachusetts,2148.0,1800.0,2002-02-01,749900.0
153026,for_sale,2.0,2.0,0.13,Boston,Massachusetts,2131.0,1345.0,1991-11-26,725000.0
153028,for_sale,4.0,3.0,0.03,Cambridge,Massachusetts,2139.0,3126.0,1998-06-26,1995000.0
153029,for_sale,5.0,2.0,0.09,Malden,Massachusetts,2148.0,2080.0,1991-05-31,799000.0
153031,for_sale,6.0,5.0,1.0,Needham,Massachusetts,2492.0,5019.0,2001-11-28,2395000.0
153032,for_sale,6.0,3.0,0.08,Somerville,Massachusetts,2144.0,3231.0,2005-08-02,1675000.0
153034,for_sale,1.0,1.0,0.01,Boston,Massachusetts,2134.0,578.0,2013-06-03,399000.0
153035,for_sale,2.0,2.0,0.02,Boston,Massachusetts,2127.0,887.0,2019-06-18,675000.0
153036,for_sale,2.0,1.0,0.02,Boston,Massachusetts,2127.0,695.0,2020-08-06,579000.0
153038,for_sale,4.0,5.0,0.75,Wellesley,Massachusetts,2481.0,3252.0,1997-10-31,2195000.0
153042,for_sale,2.0,1.0,0.02,Boston,Massachusetts,2135.0,875.0,1989-05-09,599000.0
153051,for_sale,5.0,3.0,0.16,Lynn,Massachusetts,1902.0,3165.0,1992-05-28,829000.0
153052,for_sale,3.0,2.0,0.15,Lynn,Massachusetts,1904.0,1368.0,1987-08-20,500000.0
153053,for_sale,3.0,3.0,0.22,Wakefield,Massachusetts,1880.0,1772.0,2003-12-08,650000.0
153055,for_sale,6.0,3.0,0.11,Hull,Massachusetts,2045.0,2696.0,2008-10-20,1025000.0
153056,for_sale,3.0,3.0,0.33,Dedham,Massachusetts,2026.0,1800.0,2003-02-12,799000.0
153057,for_sale,4.0,2.0,0.1,Boston,Massachusetts,2131.0,1424.0,2006-04-04,770000.0
153058,for_sale,4.0,4.0,0.06,Boston,Massachusetts,2125.0,2876.0,2004-12-01,999000.0
153064,for_sale,3.0,3.0,0.01,Boston,Massachusetts,2114.0,1941.0,1994-06-01,2795000.0
153066,for_sale,3.0,3.0,0.24,Newton,Massachusetts,2461.0,2100.0,2008-06-20,1199000.0
153067,for_sale,2.0,1.0,0.02,Boston,Massachusetts,2134.0,935.0,1999-09-09,596000.0
