,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
118751,for_sale,5.0,3.0,0.24,Peabody,Massachusetts,1960.0,2328.0,2005-12-16,695000.0
118754,for_sale,4.0,3.0,0.34,Billerica,Massachusetts,1821.0,2371.0,1986-12-05,499900.0
118759,for_sale,3.0,3.0,0.27,Lowell,Massachusetts,1851.0,2269.0,2007-04-26,519900.0
118761,for_sale,4.0,3.0,0.74,West Newbury,Massachusetts,1985.0,3392.0,2009-06-10,949000.0
118762,for_sale,4.0,1.0,0.11,Lowell,Massachusetts,1851.0,1412.0,1990-09-27,429999.0
118763,for_sale,2.0,1.0,0.53,Danvers,Massachusetts,1923.0,1000.0,1996-06-13,399900.0
118764,for_sale,4.0,2.0,0.34,Methuen,Massachusetts,1844.0,2308.0,1980-06-01,549000.0
118765,for_sale,4.0,2.0,0.62,Newbury,Massachusetts,1922.0,1862.0,2005-09-15,650000.0
118767,for_sale,3.0,3.0,2.0,Topsfield,Massachusetts,1983.0,2269.0,2006-11-15,764900.0
118770,for_sale,4.0,2.0,0.24,Dracut,Massachusetts,1826.0,1400.0,1997-01-10,449000.0
118773,for_sale,4.0,2.0,0.81,Chelmsford,Massachusetts,1824.0,1864.0,1994-06-02,595000.0
118775,for_sale,4.0,3.0,0.36,North Andover,Massachusetts,1845.0,1272.0,1998-04-30,498000.0
118776,for_sale,4.0,3.0,0.46,Hamilton,Massachusetts,1982.0,2028.0,2000-04-27,789000.0
118778,for_sale,4.0,5.0,0.92,Middleton,Massachusetts,1949.0,4917.0,2002-09-13,1649000.0
118779,for_sale,4.0,2.0,0.34,Tewksbury,Massachusetts,1876.0,1472.0,2008-01-29,514900.0
118780,for_sale,3.0,2.0,0.3,Chelmsford,Massachusetts,1824.0,1344.0,1998-09-22,525000.0
118782,for_sale,3.0,2.0,0.35,North Reading,Massachusetts,1864.0,1800.0,2007-05-31,629000.0
118783,for_sale,3.0,2.0,0.98,Chelmsford,Massachusetts,1824.0,1458.0,2006-10-19,558000.0
118786,for_sale,4.0,3.0,0.76,Andover,Massachusetts,1810.0,2486.0,2003-10-30,889900.0
118787,for_sale,2.0,1.0,1.0,Methuen,Massachusetts,1844.0,714.0,1984-10-01,499900.0
118789,for_sale,4.0,4.0,0.25,Reading,Massachusetts,1867.0,3131.0,2002-09-27,1089000.0
118790,for_sale,4.0,4.0,0.44,North Andover,Massachusetts,1845.0,2851.0,2005-09-12,879900.0
118791,for_sale,4.0,4.0,0.42,North Andover,Massachusetts,1845.0,2318.0,2004-07-09,599900.0
118795,for_sale,5.0,2.0,0.15,Lawrence,Massachusetts,1841.0,1608.0,2005-08-26,375000.0
118800,for_sale,4.0,2.0,0.31,Salem,New Hampshire,3079.0,2410.0,2005-12-19,499900.0
118801,for_sale,5.0,2.0,0.1,Lowell,Massachusetts,1852.0,2136.0,1992-01-27,459900.0
118805,for_sale,4.0,3.0,0.57,Salem,New Hampshire,3079.0,2705.0,2016-04-26,659900.0
118807,for_sale,5.0,1.0,0.18,Tyngsborough,Massachusetts,1879.0,1764.0,2000-09-25,429900.0
118808,for_sale,3.0,2.0,1.18,Wilmington,Massachusetts,1887.0,1644.0,1999-07-09,599900.0
118810,for_sale,2.0,2.0,0.0,Tewksbury,Massachusetts,1876.0,1026.0,2020-04-28,379900.0
118812,for_sale,3.0,1.0,0.13,North Andover,Massachusetts,1845.0,1172.0,2009-10-23,470000.0
118813,for_sale,3.0,2.0,0.47,Andover,Massachusetts,1810.0,1705.0,2002-02-28,695000.0
