,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
187853,for_sale,3.0,1.0,0.16,Brockton,Massachusetts,2301.0,912.0,2009-09-30,429900.0
187856,for_sale,2.0,2.0,0.02,Boston,Massachusetts,2134.0,777.0,2006-05-05,535000.0
187859,for_sale,2.0,1.0,0.02,Boston,Massachusetts,2130.0,968.0,2018-04-30,700000.0
187860,for_sale,1.0,1.0,0.38,Newton,Massachusetts,2467.0,840.0,2020-09-14,499900.0
187861,for_sale,2.0,2.0,0.03,Boston,Massachusetts,2127.0,1318.0,2009-08-21,675000.0
187862,for_sale,4.0,3.0,0.06,Dedham,Massachusetts,2026.0,2624.0,2005-02-15,750000.0
187870,for_sale,2.0,2.0,0.04,Boston,Massachusetts,2127.0,1664.0,2018-07-27,1299000.0
187877,for_sale,3.0,2.0,0.17,Brockton,Massachusetts,2301.0,1860.0,1998-04-30,479900.0
187878,for_sale,4.0,3.0,1.38,Foxboro,Massachusetts,2035.0,2776.0,1992-04-10,849900.0
187879,for_sale,4.0,2.0,0.33,Brockton,Massachusetts,2301.0,2168.0,2007-02-08,560000.0
187880,for_sale,4.0,2.0,0.2,Dedham,Massachusetts,2026.0,2336.0,2001-07-06,700000.0
187881,for_sale,2.0,2.0,0.0,Tewksbury,Massachusetts,1876.0,1023.0,2006-08-24,369900.0
187882,for_sale,4.0,3.0,0.12,Dedham,Massachusetts,2026.0,2136.0,2005-03-31,850000.0
187886,for_sale,4.0,4.0,0.98,North Reading,Massachusetts,1864.0,5372.0,2006-11-28,1699000.0
187887,for_sale,5.0,9.0,4.32,Lincoln,Massachusetts,1773.0,14600.0,1997-09-05,3200000.0
187888,for_sale,4.0,2.0,0.13,Weymouth,Massachusetts,2191.0,2155.0,1995-10-06,560000.0
187889,for_sale,1.0,1.0,0.02,Boston,Massachusetts,2135.0,755.0,1987-06-04,430000.0
187890,for_sale,4.0,3.0,0.04,Boston,Massachusetts,2119.0,1760.0,2002-11-08,574900.0
187893,for_sale,2.0,1.0,0.03,Belmont,Massachusetts,2478.0,1138.0,2018-10-31,619900.0
187895,for_sale,4.0,3.0,0.29,Boston,Massachusetts,2132.0,1711.0,2005-05-16,699000.0
187905,for_sale,1.0,1.0,0.26,Newton,Massachusetts,2458.0,740.0,1993-07-27,475000.0
187915,for_sale,5.0,6.0,0.51,Wellesley,Massachusetts,2482.0,6137.0,1983-09-01,2995000.0
187918,for_sale,4.0,2.0,0.26,Brockton,Massachusetts,2301.0,1539.0,2000-09-29,425000.0
187919,for_sale,3.0,2.0,0.34,Brockton,Massachusetts,2301.0,1900.0,1995-05-02,525000.0
187923,for_sale,3.0,2.0,0.4,Walpole,Massachusetts,2081.0,1527.0,2010-04-16,549000.0
187924,for_sale,2.0,3.0,0.14,Braintree,Massachusetts,2184.0,2008.0,1991-01-22,549900.0
187926,for_sale,2.0,2.0,0.0,Tewksbury,Massachusetts,1876.0,1026.0,2020-04-28,379900.0
187927,for_sale,2.0,2.0,0.0,Tewksbury,Massachusetts,1876.0,1240.0,2007-09-28,419000.0
187930,for_sale,3.0,2.0,0.17,Wilmington,Massachusetts,1887.0,1470.0,2009-11-20,549900.0
