,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
433740,for_sale,4.0,4.0,2.58,Vernon,Connecticut,6066.0,3072.0,2019-10-07,549900.0
433741,for_sale,3.0,2.0,0.1,Newington,Connecticut,6111.0,1430.0,2007-03-23,259900.0
433743,for_sale,3.0,3.0,0.79,Ellington,Connecticut,6029.0,2081.0,1991-08-02,340000.0
433744,for_sale,4.0,3.0,1.22,Rocky Hill,Connecticut,6067.0,2592.0,2002-07-12,425000.0
433745,for_sale,3.0,2.0,0.49,Manchester,Connecticut,6042.0,2304.0,2008-03-18,259500.0
433746,for_sale,6.0,3.0,0.13,East Hartford,Connecticut,6108.0,2978.0,2012-05-18,270000.0
433747,for_sale,3.0,2.0,0.23,Haddam,Connecticut,6441.0,1449.0,1988-07-29,342900.0
433748,for_sale,4.0,3.0,1.0,Haddam,Connecticut,6441.0,2816.0,2021-03-23,525000.0
433750,for_sale,3.0,3.0,0.47,Middletown,Connecticut,6457.0,1488.0,1999-10-12,319999.0
433751,for_sale,4.0,4.0,0.57,Glastonbury,Connecticut,6033.0,1920.0,2021-04-29,444900.0
433752,for_sale,4.0,2.0,0.39,North Branford,Connecticut,6471.0,1520.0,2019-06-26,320000.0
433755,for_sale,3.0,1.0,0.32,Vernon,Connecticut,6066.0,1132.0,2003-08-22,199900.0
433756,for_sale,2.0,4.0,1.03,Branford,Connecticut,6405.0,3334.0,2018-01-02,628000.0
433758,for_sale,6.0,2.0,0.15,Middletown,Connecticut,6457.0,2024.0,2020-09-10,329900.0
433766,for_sale,3.0,1.0,0.25,Southington,Connecticut,6479.0,1237.0,2015-04-02,259900.0
433768,for_sale,3.0,2.0,0.38,Middlebury,Connecticut,6762.0,1457.0,2019-11-26,359000.0
433769,for_sale,3.0,2.0,0.29,Southington,Connecticut,6489.0,1346.0,2010-03-19,269900.0
433770,for_sale,3.0,1.0,0.16,Waterbury,Connecticut,6708.0,1170.0,2004-10-25,199999.0
433772,for_sale,3.0,2.0,0.14,Waterbury,Connecticut,6705.0,1755.0,2006-03-29,229900.0
433773,for_sale,3.0,3.0,0.35,Waterbury,Connecticut,6708.0,1536.0,2006-06-27,299900.0
433774,for_sale,3.0,2.0,1.61,Waterbury,Connecticut,6704.0,1248.0,2004-12-23,225000.0
433775,for_sale,3.0,2.0,0.14,Waterbury,Connecticut,6710.0,1385.0,2012-02-01,199000.0
433776,for_sale,3.0,2.0,0.33,Southington,Connecticut,6479.0,1471.0,2010-05-14,259900.0
433777,for_sale,4.0,4.0,0.64,Meriden,Connecticut,6451.0,3192.0,2004-06-04,539000.0
433778,for_sale,3.0,1.0,0.11,Waterbury,Connecticut,6705.0,1218.0,2011-10-05,159900.0
433779,for_sale,3.0,3.0,1.17,Southington,Connecticut,6479.0,1900.0,2001-02-09,499900.0
433780,for_sale,3.0,2.0,0.69,Berlin,Connecticut,6037.0,1630.0,2013-10-28,335000.0
433781,for_sale,4.0,2.0,0.1,Meriden,Connecticut,6451.0,2432.0,1999-08-27,310000.0
433782,for_sale,5.0,2.0,0.95,Watertown,Connecticut,6795.0,2839.0,2001-05-07,349900.0
433784,for_sale,3.0,2.0,0.24,Portland,Connecticut,6480.0,1155.0,2008-07-18,215000.0
433787,for_sale,4.0,4.0,0.4,Naugatuck,Connecticut,6770.0,2418.0,2020-10-28,399000.0
433788,for_sale,3.0,2.0,0.14,Waterbury,Connecticut,6708.0,1061.0,2004-09-29,239000.0
433789,for_sale,3.0,1.0,0.23,Portland,Connecticut,6480.0,1296.0,2014-06-30,250000.0
433792,for_sale,4.0,3.0,5.06,Middlebury,Connecticut,6762.0,2924.0,1999-11-10,600000.0
433793,for_sale,3.0,3.0,1.12,Southington,Connecticut,6479.0,1428.0,2015-09-25,359900.0
433794,for_sale,3.0,2.0,0.07,Meriden,Connecticut,6451.0,1068.0,2019-03-04,149900.0
433797,for_sale,3.0,2.0,0.37,Waterbury,Connecticut,6708.0,1340.0,2003-04-01,319900.0
433798,for_sale,3.0,2.0,0.46,Watertown,Connecticut,6795.0,1338.0,2018-05-30,305000.0
433799,for_sale,4.0,3.0,0.7,Middletown,Connecticut,6457.0,2519.0,2015-11-24,515000.0
433801,for_sale,5.0,6.0,1.42,Middlebury,Connecticut,6762.0,3474.0,1996-06-14,619000.0
433802,for_sale,4.0,3.0,0.21,Waterbury,Connecticut,6704.0,1296.0,2007-03-12,289900.0
433803,for_sale,3.0,3.0,0.14,Middletown,Connecticut,6457.0,1650.0,2006-03-16,354999.0
433804,for_sale,7.0,2.0,0.11,Meriden,Connecticut,6451.0,2152.0,2019-09-30,249900.0
433805,for_sale,6.0,4.0,0.21,Waterbury,Connecticut,6704.0,3040.0,2011-03-04,329900.0
433806,for_sale,3.0,2.0,0.22,Meriden,Connecticut,6450.0,1292.0,2015-03-02,315000.0
433807,for_sale,3.0,2.0,1.03,Monroe,Connecticut,6468.0,1858.0,2022-03-02,379900.0
433808,for_sale,4.0,3.0,2.02,Monroe,Connecticut,6468.0,2629.0,1997-12-29,500000.0
433809,for_sale,3.0,3.0,1.0,Monroe,Connecticut,6468.0,1832.0,2021-04-06,429000.0
433811,for_sale,3.0,3.0,0.33,Monroe,Connecticut,6468.0,2511.0,2009-02-27,619900.0
433812,for_sale,5.0,6.0,3.01,Monroe,Connecticut,6468.0,4379.0,2005-02-07,949000.0
433813,for_sale,3.0,3.0,0.61,Monroe,Connecticut,6468.0,2310.0,2017-12-01,549900.0
433814,for_sale,3.0,2.0,1.01,Monroe,Connecticut,6468.0,2468.0,2003-06-24,450000.0
433815,for_sale,3.0,4.0,2.2,Monroe,Connecticut,6468.0,2362.0,2019-09-18,749900.0
433816,for_sale,3.0,2.0,1.02,Monroe,Connecticut,6468.0,1688.0,2015-05-11,439000.0
433817,for_sale,5.0,3.0,1.05,Monroe,Connecticut,6468.0,2168.0,2004-11-19,539900.0
433819,for_sale,5.0,3.0,2.31,Monroe,Connecticut,6468.0,2804.0,1998-05-28,550000.0
433821,for_sale,5.0,3.0,1.0,Monroe,Connecticut,6468.0,3489.0,2017-08-01,800000.0
433822,for_sale,4.0,4.0,2.77,Monroe,Connecticut,6468.0,3379.0,1997-08-14,725000.0
433823,for_sale,4.0,3.0,1.14,Monroe,Connecticut,6468.0,3766.0,2016-01-12,799900.0
433849,for_sale,2.0,1.0,0.25,East Haddam,Connecticut,6469.0,783.0,2000-05-01,85000.0
433850,for_sale,3.0,1.0,1.0,Haddam,Connecticut,6441.0,1040.0,1993-01-19,255000.0
433853,for_sale,2.0,1.0,0.34,East Haddam,Connecticut,6469.0,968.0,1998-08-12,199900.0
433857,for_sale,3.0,2.0,0.8,Andover,Connecticut,6232.0,996.0,2005-03-01,334000.0
433858,for_sale,2.0,1.0,0.25,East Haddam,Connecticut,6469.0,783.0,2000-05-01,85000.0
433861,for_sale,2.0,1.0,0.52,Haddam,Connecticut,6441.0,884.0,2009-02-10,249000.0
433862,for_sale,4.0,3.0,0.62,Cromwell,Connecticut,6416.0,2664.0,2018-11-13,625000.0
433863,for_sale,3.0,2.0,0.66,South Windsor,Connecticut,6074.0,2313.0,2004-07-08,439000.0
433865,for_sale,2.0,2.0,0.38,Windsor,Connecticut,6095.0,1949.0,2002-07-24,265000.0
