,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
577312,for_sale,4.0,2.0,0.25,Brick,New Jersey,8724.0,2154.0,2009-01-13,459000.0
577316,for_sale,5.0,3.0,0.23,Brick,New Jersey,8723.0,3565.0,2021-04-07,649999.0
577319,for_sale,4.0,3.0,1.02,Jackson,New Jersey,8527.0,2356.0,2016-01-22,699900.0
577322,for_sale,4.0,3.0,0.28,Toms River,New Jersey,8755.0,2800.0,2013-04-03,799900.0
577324,for_sale,4.0,3.0,1.02,Jackson,New Jersey,8527.0,1972.0,1998-03-23,660000.0
577328,for_sale,4.0,3.0,0.58,Manasquan,New Jersey,8736.0,3460.0,2019-01-22,1299000.0
577329,for_sale,2.0,3.0,0.82,Red Bank,New Jersey,7701.0,1745.0,2016-11-29,745000.0
577334,for_sale,4.0,2.0,0.16,Avon By The Sea,New Jersey,7717.0,2794.0,2000-07-11,1600000.0
577338,for_sale,2.0,2.0,0.16,Manchester,New Jersey,8759.0,1359.0,2003-05-16,299000.0
577339,for_sale,2.0,2.0,0.13,Jackson,New Jersey,8527.0,1504.0,1997-01-23,310000.0
577341,for_sale,2.0,1.0,0.07,Brick,New Jersey,8723.0,842.0,2019-11-13,299900.0
577352,for_sale,3.0,2.0,0.3,Lakewood,New Jersey,8701.0,1680.0,2005-02-22,499000.0
577353,for_sale,5.0,3.0,1.0,Jackson,New Jersey,8527.0,3306.0,2006-11-28,899000.0
577354,for_sale,3.0,2.0,0.23,Neptune Township,New Jersey,7753.0,1100.0,2017-04-10,419000.0
577355,for_sale,3.0,2.0,0.16,Point Pleasant,New Jersey,8742.0,1970.0,2019-12-19,745000.0
577357,for_sale,4.0,3.0,0.12,Red Bank,New Jersey,7701.0,1848.0,1985-12-27,685000.0
577368,for_sale,3.0,4.0,0.34,Brick,New Jersey,8724.0,1980.0,1998-07-22,649000.0
577369,for_sale,4.0,3.0,0.07,Manasquan,New Jersey,8736.0,2976.0,2015-05-20,1699000.0
577370,for_sale,3.0,2.0,0.33,Neptune Township,New Jersey,7753.0,1677.0,2018-08-01,549900.0
577371,for_sale,4.0,2.0,0.21,West Long Branch,New Jersey,7764.0,2106.0,2018-08-13,799000.0
577376,for_sale,4.0,5.0,0.37,Tinton Falls,New Jersey,7712.0,3762.0,2018-08-15,1199900.0
577377,for_sale,5.0,2.0,0.16,Avon By The Sea,New Jersey,7717.0,1789.0,2018-05-10,1695000.0
577382,for_sale,2.0,2.0,0.13,Manchester,New Jersey,8759.0,1714.0,2004-12-03,299900.0
577385,for_sale,2.0,2.0,0.11,Brick,New Jersey,8724.0,1378.0,2013-05-23,329000.0
577386,for_sale,3.0,2.0,0.37,Brick,New Jersey,8723.0,1974.0,1988-11-17,429895.0
577400,for_sale,5.0,4.0,0.25,Brick,New Jersey,8724.0,2099.0,1995-09-26,499900.0
577405,for_sale,3.0,3.0,0.19,Farmingdale,New Jersey,7727.0,2808.0,2011-06-14,720000.0
577409,for_sale,4.0,3.0,0.23,Brick,New Jersey,8724.0,2600.0,1996-12-09,749900.0
577412,for_sale,3.0,3.0,0.17,Little Silver,New Jersey,7739.0,2208.0,2004-08-02,899000.0
577416,for_sale,3.0,1.0,0.11,Point Pleasant,New Jersey,8742.0,1080.0,2002-06-19,750000.0
577418,for_sale,4.0,4.0,0.2,Brick,New Jersey,8723.0,3432.0,2012-10-16,1849999.0
577423,for_sale,3.0,1.0,0.09,Red Bank,New Jersey,7701.0,1012.0,1992-10-26,275000.0
577425,for_sale,2.0,2.0,8908.0,Manchester,New Jersey,8759.0,2232.0,2003-12-16,434000.0
577427,for_sale,4.0,2.0,0.18,West Allenhurst,New Jersey,7711.0,1739.0,2019-06-07,950000.0
577428,for_sale,14.0,4.0,0.05,Ocean Grove,New Jersey,7756.0,4333.0,1995-08-14,769900.0
577432,for_sale,3.0,3.0,0.17,Brick,New Jersey,8724.0,2148.0,1985-12-26,399999.0
577433,for_sale,5.0,3.0,0.17,Long Branch,New Jersey,7740.0,2217.0,2019-07-25,399900.0
577435,for_sale,2.0,2.0,0.11,Brick,New Jersey,8724.0,1200.0,2005-09-20,222000.0
577437,for_sale,2.0,2.0,0.15,Manchester,New Jersey,8759.0,1445.0,2018-06-25,389000.0
577439,for_sale,3.0,1.0,0.46,Little Silver,New Jersey,7739.0,1404.0,1991-05-07,650000.0
577440,for_sale,3.0,2.0,0.11,Lakewood,New Jersey,8701.0,1964.0,2011-07-21,425000.0
577442,for_sale,3.0,2.0,0.05,Belmar,New Jersey,7719.0,1500.0,2004-07-12,849999.0
577444,for_sale,5.0,3.0,0.26,Point Pleasant,New Jersey,8742.0,3358.0,2004-07-08,1895000.0
577445,for_sale,3.0,3.0,0.25,Neptune City,New Jersey,7753.0,2328.0,2017-04-03,599900.0
577449,for_sale,3.0,3.0,0.23,Neptune Township,New Jersey,7753.0,1441.0,2015-11-13,425000.0
577453,for_sale,1.0,1.0,0.01,Spring Lake,New Jersey,7762.0,520.0,2004-01-13,625000.0
577454,for_sale,4.0,3.0,0.29,Ocean Township,New Jersey,7712.0,2480.0,2015-09-29,599000.0
577455,for_sale,5.0,4.0,0.36,Point Pleasant,New Jersey,8742.0,2479.0,1987-06-04,650000.0
577456,for_sale,4.0,3.0,0.17,Tinton Falls,New Jersey,7724.0,2459.0,2000-05-26,619900.0
577463,for_sale,2.0,2.0,0.11,Brick,New Jersey,8724.0,1388.0,1992-07-10,349000.0
577464,for_sale,2.0,2.0,0.13,Manchester,New Jersey,8759.0,1714.0,1993-10-18,325000.0
577465,for_sale,2.0,2.0,0.1,Jackson,New Jersey,8527.0,1254.0,2004-10-26,285000.0
577467,for_sale,2.0,2.0,0.15,Toms River,New Jersey,8755.0,1689.0,2004-07-23,350000.0
577468,for_sale,2.0,2.0,0.12,Brick,New Jersey,8724.0,1024.0,2019-09-06,264500.0
577469,for_sale,3.0,2.0,0.53,Howell,New Jersey,7731.0,1200.0,2020-05-11,375000.0
577471,for_sale,3.0,2.0,0.05,Howell,New Jersey,7731.0,1320.0,2003-08-04,280000.0
577475,for_sale,2.0,1.0,0.13,Asbury Park,New Jersey,7712.0,1460.0,2008-07-21,425000.0
577477,for_sale,4.0,2.0,0.31,Jackson,New Jersey,8527.0,1771.0,2000-02-09,439000.0
577482,for_sale,4.0,3.0,1.49,Rumson,New Jersey,7760.0,3716.0,1999-06-08,1879000.0
577485,for_sale,2.0,2.0,0.18,Farmingdale,New Jersey,7727.0,2066.0,2011-05-19,665000.0
577488,for_sale,3.0,2.0,0.31,Little Silver,New Jersey,7739.0,2376.0,2018-04-19,849000.0
577489,for_sale,6.0,4.0,0.48,Manchester,New Jersey,8759.0,3197.0,2021-01-04,699900.0
577493,for_sale,5.0,5.0,1.0,Toms River,New Jersey,8755.0,4130.0,2011-07-06,1300000.0
577494,for_sale,5.0,4.0,0.26,Brick,New Jersey,8724.0,3000.0,2001-04-27,669990.0
577496,for_sale,4.0,5.0,0.2,Point Pleasant,New Jersey,8742.0,2386.0,2014-08-22,639000.0
577497,for_sale,4.0,3.0,0.48,Little Silver,New Jersey,7739.0,2656.0,1998-09-17,949000.0
577501,for_sale,4.0,3.0,0.17,Spring Lake,New Jersey,7762.0,3736.0,2011-06-02,1899000.0
577502,for_sale,3.0,3.0,0.22,Tinton Falls,New Jersey,7724.0,1778.0,2016-04-13,599900.0
577507,for_sale,2.0,2.0,0.13,Toms River,New Jersey,8755.0,1444.0,2006-09-06,325000.0
577511,for_sale,5.0,5.0,1.85,Farmingdale,New Jersey,7727.0,4184.0,2020-07-31,1125000.0
577512,for_sale,2.0,3.0,0.01,Tinton Falls,New Jersey,7712.0,1414.0,2021-05-14,349500.0
577514,for_sale,3.0,3.0,0.06,Freehold,New Jersey,7728.0,1617.0,2000-07-19,325000.0
577515,for_sale,3.0,1.0,0.23,Brick,New Jersey,8724.0,1140.0,1992-05-21,359900.0
577517,for_sale,4.0,2.0,0.24,Brick,New Jersey,8723.0,2310.0,1996-06-07,474900.0
577520,for_sale,4.0,3.0,0.14,Brick,New Jersey,8724.0,2700.0,2005-12-29,449000.0
577527,for_sale,2.0,2.0,0.03,Wall,New Jersey,7719.0,1221.0,1994-12-28,414900.0
577530,for_sale,4.0,2.0,0.32,Oakhurst,New Jersey,7755.0,1330.0,1996-08-19,1285000.0
577531,for_sale,4.0,3.0,0.17,Brick,New Jersey,8724.0,2515.0,2014-07-15,1775000.0
577534,for_sale,4.0,3.0,0.52,Jackson,New Jersey,8527.0,2459.0,2001-01-18,850000.0
577540,for_sale,4.0,3.0,0.34,Jackson,New Jersey,8527.0,1974.0,2015-09-14,550000.0
577544,for_sale,4.0,4.0,0.19,Howell,New Jersey,7731.0,2161.0,2016-11-16,589000.0
577547,for_sale,2.0,1.0,0.11,Brick,New Jersey,8724.0,1144.0,1990-01-31,200000.0
577548,for_sale,2.0,2.0,0.03,Lakewood,New Jersey,8701.0,1036.0,2021-09-20,191888.0
577553,for_sale,3.0,2.0,0.02,Jackson,New Jersey,8527.0,1326.0,2019-06-07,245000.0
577554,for_sale,3.0,3.0,0.02,Freehold,New Jersey,7728.0,1862.0,2002-12-03,459000.0
577556,for_sale,2.0,3.0,0.14,Howell,New Jersey,7731.0,1893.0,2018-07-06,425000.0
577558,for_sale,3.0,1.0,0.25,Brick,New Jersey,8724.0,1312.0,2004-12-23,349000.0
577563,for_sale,4.0,2.0,0.39,Neptune Township,New Jersey,7753.0,1432.0,2004-04-08,378900.0
577565,for_sale,2.0,1.0,0.48,Lincroft,New Jersey,7738.0,1355.0,2017-04-27,575000.0
577567,for_sale,3.0,1.0,0.14,Howell,New Jersey,7731.0,1008.0,1987-11-03,349895.0
577569,for_sale,5.0,3.0,0.37,West Long Branch,New Jersey,7764.0,2607.0,1986-11-18,1189000.0
577571,for_sale,2.0,2.0,0.11,Lakewood,New Jersey,8701.0,1728.0,2013-08-13,470000.0
577579,for_sale,3.0,3.0,0.22,Howell,New Jersey,7731.0,1552.0,2019-03-14,480000.0
577581,for_sale,4.0,3.0,0.5,Red Bank,New Jersey,7701.0,2188.0,1992-07-06,779000.0
577589,for_sale,2.0,1.0,0.15,Toms River,New Jersey,8753.0,1000.0,1993-03-11,200000.0
577590,for_sale,6.0,2.0,1.1,Farmingdale,New Jersey,7727.0,2640.0,1993-05-04,425000.0
577593,for_sale,3.0,3.0,1.81,Howell,New Jersey,7731.0,1705.0,2020-05-07,459000.0
577594,for_sale,2.0,1.0,0.22,Little Silver,New Jersey,7739.0,800.0,2021-07-09,499950.0
577595,for_sale,2.0,2.0,0.31,Manchester,New Jersey,8759.0,1714.0,2015-09-29,310000.0
577596,for_sale,3.0,3.0,0.13,Toms River,New Jersey,8755.0,2364.0,1993-04-14,389999.0
577600,for_sale,2.0,2.0,0.14,Toms River,New Jersey,8755.0,2004.0,2012-12-13,425000.0
577605,for_sale,5.0,5.0,2.32,Wall,New Jersey,8736.0,6800.0,2020-12-08,2195000.0
577609,for_sale,4.0,2.0,0.17,Neptune Township,New Jersey,7753.0,2272.0,2003-07-18,629900.0
577612,for_sale,2.0,1.0,0.01,Red Bank,New Jersey,7701.0,999.0,2012-10-18,325000.0
577613,for_sale,4.0,3.0,0.34,Wall,New Jersey,7719.0,4000.0,2006-01-11,899900.0
577615,for_sale,4.0,3.0,0.52,Howell,New Jersey,7731.0,3052.0,2018-03-01,749900.0
577616,for_sale,3.0,2.0,0.19,Spring Lake Heights,New Jersey,7762.0,1672.0,2005-07-07,699900.0
577619,for_sale,5.0,5.0,1.1,Colts Neck,New Jersey,7722.0,4500.0,2015-09-04,1649000.0
577621,for_sale,3.0,2.0,0.17,Neptune Township,New Jersey,7753.0,1421.0,2004-07-13,549900.0
577627,for_sale,3.0,3.0,0.3,Lakewood,New Jersey,8701.0,1862.0,2005-09-23,699000.0
577629,for_sale,4.0,4.0,0.04,Long Branch,New Jersey,7740.0,2002.0,2012-11-28,1200000.0
577631,for_sale,2.0,1.0,0.09,Neptune Township,New Jersey,7753.0,1265.0,2006-03-07,235000.0
577632,for_sale,2.0,2.0,0.13,Manchester Township,New Jersey,8759.0,1267.0,2015-12-03,250000.0
577633,for_sale,2.0,2.0,0.18,Toms River,New Jersey,8755.0,1727.0,2002-08-09,299000.0
577637,for_sale,2.0,2.0,0.14,Toms River,New Jersey,8755.0,1846.0,2011-08-03,398900.0
577642,for_sale,2.0,2.0,0.12,Brick,New Jersey,8724.0,1134.0,1999-07-28,240000.0
577643,for_sale,2.0,2.0,0.13,Manchester,New Jersey,8759.0,1861.0,2004-09-14,389000.0
577644,for_sale,2.0,2.0,0.12,Brick,New Jersey,8723.0,1222.0,2014-05-23,279900.0
577645,for_sale,2.0,2.0,0.15,Toms River,New Jersey,8755.0,1340.0,2015-10-28,300000.0
577647,for_sale,2.0,2.0,0.16,Toms River,New Jersey,8755.0,1730.0,2018-10-04,340000.0
577649,for_sale,2.0,1.0,0.08,Bradley Beach,New Jersey,7720.0,1030.0,1989-11-14,480000.0
577653,for_sale,4.0,3.0,1.38,Howell,New Jersey,7731.0,3592.0,2015-02-19,875000.0
577655,for_sale,2.0,2.0,0.15,Toms River,New Jersey,8755.0,1444.0,1997-09-02,340000.0
577656,for_sale,4.0,3.0,0.18,Howell,New Jersey,7731.0,2078.0,1987-01-22,480000.0
577668,for_sale,3.0,3.0,0.17,Manasquan,New Jersey,8736.0,2870.0,2002-09-27,1100000.0
577669,for_sale,2.0,2.0,0.14,Lakewood,New Jersey,8701.0,1707.0,2022-01-21,449900.0
577678,for_sale,3.0,2.0,0.5,Jackson,New Jersey,8527.0,1860.0,1990-05-10,589000.0
577684,for_sale,2.0,2.0,0.14,Manchester Township,New Jersey,8759.0,1444.0,1991-07-17,305900.0
577686,for_sale,4.0,2.0,0.06,Point Pleasant Beach,New Jersey,8742.0,1660.0,1998-05-11,795000.0
577690,for_sale,3.0,4.0,0.02,Tinton Falls,New Jersey,7712.0,1944.0,2019-08-19,395000.0
577691,for_sale,4.0,3.0,0.23,Eatontown,New Jersey,7724.0,2680.0,2017-09-26,549999.0
577697,for_sale,2.0,2.0,0.23,Brick,New Jersey,8724.0,912.0,2007-05-24,360000.0
577699,for_sale,4.0,3.0,0.57,Freehold,New Jersey,7728.0,3328.0,2017-10-26,699900.0
577703,for_sale,3.0,2.0,0.13,Long Branch,New Jersey,7740.0,1324.0,1993-01-19,599000.0
577704,for_sale,4.0,4.0,0.12,Point Pleasant Beach,New Jersey,8742.0,2844.0,2020-10-06,2500000.0
577706,for_sale,4.0,3.0,0.11,Manasquan,New Jersey,8736.0,2600.0,2021-09-01,1499000.0
577707,for_sale,4.0,3.0,1.0,Neptune Township,New Jersey,7753.0,2277.0,2020-09-24,625000.0
577725,for_sale,2.0,2.0,0.21,Point Pleasant,New Jersey,8742.0,1664.0,1990-06-20,499999.0
577728,for_sale,3.0,2.0,0.04,Howell,New Jersey,7731.0,1200.0,2018-08-29,310000.0
577732,for_sale,3.0,1.0,0.18,Middletown,New Jersey,7701.0,1372.0,2005-02-23,349900.0
577738,for_sale,3.0,3.0,0.03,Freehold,New Jersey,7728.0,1720.0,2000-12-01,429900.0
577739,for_sale,1.0,1.0,0.11,Brick,New Jersey,8724.0,932.0,2018-06-12,254900.0
577741,for_sale,3.0,2.0,0.11,Brick,New Jersey,8724.0,1738.0,2019-05-06,400000.0
577745,for_sale,3.0,2.0,0.19,Long Branch,New Jersey,7740.0,2008.0,1998-12-09,499000.0
577746,for_sale,3.0,2.0,0.25,Brick,New Jersey,8724.0,1323.0,2004-07-01,375000.0
577747,for_sale,4.0,3.0,0.18,Howell,New Jersey,7731.0,2562.0,1986-07-16,575000.0
577751,for_sale,1.0,2.0,0.01,Ocean Grove,New Jersey,7756.0,679.0,2016-04-08,550000.0
577755,for_sale,3.0,3.0,0.38,Oakhurst,New Jersey,7755.0,1324.0,2018-08-22,749000.0
577757,for_sale,4.0,4.0,0.32,Jackson,New Jersey,8527.0,2152.0,2015-03-16,660000.0
577759,for_sale,4.0,2.0,0.6,Jackson,New Jersey,8527.0,1746.0,2006-01-05,495000.0
577766,for_sale,2.0,2.0,0.15,Toms River,New Jersey,8755.0,1554.0,2015-12-17,350000.0
577770,for_sale,2.0,2.0,0.04,Lakewood,New Jersey,8701.0,1512.0,2007-05-21,340000.0
577771,for_sale,2.0,2.0,0.13,Toms River,New Jersey,8755.0,1846.0,1997-06-18,375000.0
577773,for_sale,2.0,2.0,0.13,Brick,New Jersey,8724.0,1200.0,2017-03-08,250000.0
577775,for_sale,4.0,4.0,0.14,Long Branch,New Jersey,7740.0,3060.0,2004-08-04,675000.0
577776,for_sale,6.0,3.0,0.39,Long Branch,New Jersey,7740.0,3000.0,2018-05-22,750000.0
577777,for_sale,2.0,2.0,0.16,Lakewood,New Jersey,8701.0,1512.0,2005-07-26,365000.0
577778,for_sale,3.0,3.0,0.03,Tinton Falls,New Jersey,7712.0,1937.0,1999-09-08,499999.0
577780,for_sale,8.0,5.0,0.17,Lakewood,New Jersey,8701.0,4400.0,1994-03-24,899000.0
577782,for_sale,3.0,3.0,0.29,Wall,New Jersey,7719.0,2600.0,2011-11-04,875000.0
577783,for_sale,5.0,3.0,0.46,Howell,New Jersey,7731.0,2828.0,2015-11-02,589900.0
577787,for_sale,3.0,3.0,0.36,Lincroft,New Jersey,7738.0,1480.0,1991-08-13,499999.0
577790,for_sale,1.0,1.0,0.01,Belmar,New Jersey,7719.0,848.0,2001-04-03,305000.0
577794,for_sale,3.0,2.0,0.22,Howell,New Jersey,7731.0,1596.0,1994-10-05,518000.0
577798,for_sale,4.0,2.0,0.17,Howell,New Jersey,7731.0,2014.0,2021-03-10,559000.0
577800,for_sale,3.0,3.0,0.44,Brick,New Jersey,8724.0,2414.0,2013-08-07,749900.0
577801,for_sale,3.0,3.0,0.17,Brick,New Jersey,8724.0,2000.0,1993-11-22,539900.0
577803,for_sale,7.0,8.0,0.21,Spring Lake,New Jersey,7762.0,6100.0,1988-07-01,6395000.0
577805,for_sale,6.0,6.0,1.5,Rumson,New Jersey,7760.0,5376.0,2003-03-10,3775000.0
577817,for_sale,2.0,2.0,0.13,Brick,New Jersey,8724.0,1282.0,1994-01-27,374900.0
577819,for_sale,2.0,1.0,0.17,Neptune Township,New Jersey,7753.0,942.0,2001-06-18,299000.0
577822,for_sale,2.0,2.0,0.12,Brick,New Jersey,8723.0,1123.0,2020-10-13,274900.0
577825,for_sale,4.0,2.0,0.82,Sea Girt,New Jersey,8750.0,1680.0,1999-05-05,945000.0
577827,for_sale,6.0,5.0,0.17,Belmar,New Jersey,7719.0,3037.0,2009-05-19,1799900.0
577829,for_sale,2.0,2.0,0.17,Toms River,New Jersey,8755.0,1814.0,1998-10-05,420000.0
577834,for_sale,2.0,2.0,0.11,Brick,New Jersey,8724.0,1024.0,2018-01-23,242000.0
577842,for_sale,4.0,2.0,0.11,Neptune Township,New Jersey,7753.0,1320.0,2010-12-01,350000.0
577843,for_sale,6.0,3.0,0.11,Point Pleasant Beach,New Jersey,8742.0,2618.0,1992-08-31,3950000.0
577845,for_sale,4.0,3.0,0.21,Howell,New Jersey,7731.0,2148.0,1990-05-29,600000.0
