,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
685330,for_sale,2.0,2.0,0.26,Millville,New Jersey,8332.0,1520.0,1995-05-12,225000.0
685335,for_sale,2.0,1.0,0.51,Woodbine,New Jersey,8270.0,1772.0,1990-10-30,160000.0
685336,for_sale,3.0,2.0,0.42,Millville,New Jersey,8332.0,1276.0,2021-06-02,239900.0
685340,for_sale,3.0,2.0,2.6,Millville,New Jersey,8332.0,940.0,2013-09-04,249000.0
685350,for_sale,3.0,2.0,0.25,Leesburg,New Jersey,8327.0,1112.0,2000-12-05,95000.0
685351,for_sale,3.0,2.0,0.44,Vineland,New Jersey,8361.0,2094.0,1982-08-16,100000.0
685352,for_sale,4.0,2.0,0.01,Millville,New Jersey,8332.0,1532.0,1993-08-18,94900.0
685353,for_sale,2.0,1.0,0.16,Millville,New Jersey,8332.0,960.0,2011-07-05,85000.0
685356,for_sale,4.0,3.0,0.64,Millville,New Jersey,8332.0,2726.0,2009-04-07,369900.0
685357,for_sale,4.0,3.0,0.68,Millville,New Jersey,8332.0,2651.0,2009-08-06,415000.0
685360,for_sale,2.0,2.0,0.42,Vineland,New Jersey,8361.0,1346.0,2001-12-14,279000.0
685361,for_sale,5.0,4.0,0.79,South Dennis,New Jersey,8210.0,3572.0,2022-05-25,350000.0
685363,for_sale,4.0,3.0,0.6,North Cape May,New Jersey,8204.0,2288.0,2018-07-05,499900.0
685364,for_sale,3.0,3.0,1.49,Vineland,New Jersey,8361.0,1350.0,2020-03-18,299900.0
685365,for_sale,2.0,1.0,0.1,Millville,New Jersey,8332.0,560.0,1985-05-11,69999.0
685367,for_sale,3.0,2.0,0.36,Vineland,New Jersey,8361.0,2016.0,1977-10-31,339900.0
685368,for_sale,3.0,1.0,0.34,Vineland,New Jersey,8361.0,1062.0,2017-12-04,209000.0
685369,for_sale,4.0,2.0,0.14,North Cape May,New Jersey,8204.0,1391.0,2010-03-08,410000.0
685370,for_sale,2.0,1.0,1.7,Millville,New Jersey,8332.0,1198.0,2004-06-08,180000.0
685372,for_sale,2.0,1.0,0.23,North Cape May,New Jersey,8204.0,704.0,2022-04-20,219999.0
685375,for_sale,3.0,1.0,0.28,Cape May Court House,New Jersey,8210.0,1056.0,1996-03-04,220000.0
685376,for_sale,3.0,1.0,0.18,Millville,New Jersey,8332.0,1328.0,2018-06-11,179900.0
685377,for_sale,3.0,1.0,0.11,Millville,New Jersey,8332.0,1184.0,2015-06-18,150000.0
685381,for_sale,2.0,1.0,0.21,Villas,New Jersey,8251.0,640.0,2022-04-15,175000.0
685385,for_sale,2.0,1.0,0.17,North Cape May,New Jersey,8204.0,800.0,2022-05-20,319900.0
685387,for_sale,2.0,1.0,0.14,Villas,New Jersey,8251.0,432.0,2022-04-22,259000.0
685388,for_sale,3.0,2.0,0.17,Villas,New Jersey,8251.0,1230.0,2022-05-06,469900.0
685389,for_sale,2.0,1.0,0.12,Villas,New Jersey,8251.0,756.0,2022-04-06,279900.0
685393,for_sale,4.0,3.0,0.3,Vineland,New Jersey,8361.0,1958.0,1969-10-08,294900.0
685395,for_sale,3.0,2.0,0.76,Port Norris,New Jersey,8349.0,1637.0,2005-09-29,170000.0
685396,for_sale,3.0,2.0,3.6,Belleplain,New Jersey,8270.0,1800.0,1997-10-27,199000.0
685398,for_sale,3.0,1.0,0.26,Millville,New Jersey,8332.0,1216.0,1997-12-04,160000.0
685399,for_sale,3.0,3.0,2.83,Estell Manor,New Jersey,8319.0,2340.0,2003-07-10,379900.0
685400,for_sale,3.0,3.0,0.4,Vineland,New Jersey,8361.0,1906.0,2020-11-05,299900.0
685402,for_sale,2.0,4.0,0.23,Millville,New Jersey,8332.0,2940.0,2017-04-25,299000.0
685404,for_sale,3.0,2.0,0.14,Millville,New Jersey,8332.0,1344.0,2016-06-07,210000.0
685405,for_sale,3.0,1.0,0.21,Millville,New Jersey,8332.0,1074.0,1988-08-05,185000.0
685406,for_sale,4.0,3.0,0.36,Millville,New Jersey,8332.0,1882.0,1996-05-22,284999.0
685408,for_sale,3.0,2.0,0.33,Vineland,New Jersey,8361.0,1536.0,1984-06-29,60000.0
685409,for_sale,3.0,1.0,0.33,Port Norris,New Jersey,8349.0,912.0,1997-07-02,85000.0
685413,for_sale,5.0,1.0,1.6,Leesburg,New Jersey,8327.0,1864.0,2012-03-19,65000.0
685419,for_sale,2.0,2.0,0.18,Millville,New Jersey,8332.0,938.0,2008-06-13,45000.0
685420,for_sale,4.0,3.0,0.58,Vineland,New Jersey,8361.0,2370.0,1972-05-16,230000.0
685421,for_sale,6.0,6.0,0.7,Millville,New Jersey,8332.0,3723.0,2006-10-13,574900.0
685422,for_sale,3.0,3.0,0.4,Millville,New Jersey,8332.0,1594.0,2020-10-30,270000.0
685423,for_sale,5.0,2.0,0.06,Millville,New Jersey,8332.0,2032.0,2006-11-20,189900.0
685424,for_sale,3.0,2.0,0.45,Millville,New Jersey,8332.0,1377.0,2005-03-18,200000.0
685426,for_sale,3.0,3.0,0.38,Vineland,New Jersey,8361.0,1362.0,2021-06-23,299000.0
685427,for_sale,4.0,3.0,1.83,Millville,New Jersey,8332.0,2312.0,2003-11-26,399900.0
685429,for_sale,4.0,1.0,0.1,Millville,New Jersey,8332.0,972.0,2008-09-08,159000.0
685430,for_sale,2.0,1.0,0.28,Millville,New Jersey,8332.0,1028.0,1991-02-26,139000.0
685431,for_sale,5.0,3.0,2.0,Woodbine,New Jersey,8270.0,2584.0,2019-12-12,499000.0
685432,for_sale,2.0,1.0,0.25,Millville,New Jersey,8332.0,672.0,2005-08-10,105000.0
685437,for_sale,3.0,3.0,0.22,Mays Landing,New Jersey,8330.0,2841.0,2005-08-08,399900.0
685438,for_sale,4.0,3.0,0.17,Villas,New Jersey,8251.0,3072.0,2003-11-21,575000.0
685442,for_sale,4.0,4.0,0.68,Cape May Beach,New Jersey,8251.0,2941.0,2009-08-10,1675000.0
685443,for_sale,3.0,2.0,0.21,Vineland,New Jersey,8360.0,1402.0,2021-11-09,259900.0
685448,for_sale,3.0,1.0,0.13,Villas,New Jersey,8251.0,1216.0,2022-05-06,259900.0
685452,for_sale,3.0,2.0,0.29,North Cape May,New Jersey,8204.0,1426.0,2021-08-10,499000.0
685453,for_sale,3.0,1.0,0.16,North Cape May,New Jersey,8204.0,968.0,2022-02-11,424900.0
685463,for_sale,4.0,3.0,1.3,Vineland,New Jersey,8360.0,1996.0,2020-12-14,335000.0
685507,for_sale,4.0,3.0,0.23,Middletown,Delaware,19709.0,4846.0,2019-12-02,370000.0
685512,for_sale,3.0,2.0,0.2,Middletown,Delaware,19709.0,1859.0,2020-08-27,488900.0
685539,for_sale,2.0,1.0,0.11,Smyrna,Delaware,19977.0,1088.0,2013-02-28,169900.0
685540,for_sale,3.0,1.0,0.51,Millville,New Jersey,8332.0,1000.0,2002-02-11,180000.0
685544,for_sale,3.0,2.0,0.08,Bridgeton,New Jersey,8302.0,1703.0,1992-10-21,60000.0
685548,for_sale,3.0,2.0,0.54,Elmer,New Jersey,8318.0,1560.0,2021-04-22,235900.0
685554,for_sale,4.0,5.0,1.37,Middletown,Delaware,19709.0,3350.0,2016-07-19,510000.0
685561,for_sale,4.0,3.0,1.7,Monroeville,New Jersey,8343.0,2924.0,2021-12-08,425000.0
685562,for_sale,6.0,4.0,0.9,Bridgeton,New Jersey,8302.0,7379.0,1995-12-21,990000.0
685568,for_sale,2.0,1.0,1.38,Bridgeton,New Jersey,8302.0,1214.0,1995-08-16,125000.0
685572,for_sale,4.0,4.0,0.25,Smyrna,Delaware,19977.0,2800.0,2009-12-03,530990.0
685575,for_sale,4.0,3.0,0.28,Smyrna,Delaware,19977.0,3000.0,2014-12-22,515990.0
685594,for_sale,3.0,3.0,0.07,Newport,New Jersey,8345.0,1277.0,2014-03-25,475000.0
685596,for_sale,3.0,2.0,70.0,Cedarville,New Jersey,8311.0,2056.0,2017-01-10,457000.0
685598,for_sale,4.0,3.0,3.7,Greenwich,New Jersey,8323.0,2658.0,2009-11-09,379900.0
685599,for_sale,6.0,4.0,0.14,Salem,New Jersey,8079.0,2860.0,2019-04-16,120000.0
685600,for_sale,3.0,3.0,0.35,Bridgeton,New Jersey,8302.0,1561.0,2010-06-01,210000.0
685601,for_sale,2.0,1.0,0.14,Bridgeton,New Jersey,8302.0,1216.0,1990-08-03,99900.0
685602,for_sale,3.0,2.0,0.45,Alloway,New Jersey,8001.0,2134.0,1999-03-29,350000.0
685604,for_sale,4.0,2.0,6.5,Bridgeton,New Jersey,8302.0,3330.0,2015-03-20,350000.0
685607,for_sale,4.0,3.0,1.15,Elmer,New Jersey,8318.0,2696.0,1999-10-12,363000.0
685611,for_sale,4.0,2.0,1.69,Cedarville,New Jersey,8311.0,1176.0,2021-08-16,218000.0
685612,for_sale,3.0,2.0,0.38,Bridgeton,New Jersey,8302.0,1647.0,2018-01-29,195000.0
685613,for_sale,3.0,1.0,0.23,Salem,New Jersey,8079.0,1708.0,2017-09-22,215000.0
685614,for_sale,3.0,1.0,0.92,Bridgeton,New Jersey,8302.0,1419.0,2012-01-20,220000.0
685616,for_sale,7.0,7.0,0.42,Bear,Delaware,19701.0,10625.0,2013-04-30,1000000.0
685618,for_sale,4.0,3.0,0.25,Smyrna,Delaware,19977.0,4200.0,2016-11-16,586990.0
685619,for_sale,3.0,1.0,0.15,Salem,New Jersey,8079.0,1650.0,2002-04-30,172000.0
685620,for_sale,2.0,1.0,0.31,Smyrna,Delaware,19977.0,715.0,1990-06-01,249900.0
685622,for_sale,3.0,2.0,1.03,Elmer,New Jersey,8318.0,1827.0,2003-04-25,349000.0
685626,for_sale,5.0,4.0,0.93,Bear,Delaware,19701.0,5232.0,2019-11-14,760900.0
685627,for_sale,3.0,1.0,0.79,Townsend,Delaware,19734.0,1300.0,1982-07-01,299900.0
685634,for_sale,4.0,4.0,0.15,Middletown,Delaware,19709.0,3168.0,2021-01-20,573150.0
685638,for_sale,2.0,2.0,1.0,Bridgeton,New Jersey,8302.0,1078.0,1979-10-15,119000.0
685639,for_sale,3.0,1.0,0.34,Greenwich,New Jersey,8323.0,1920.0,2008-09-11,130000.0
685640,for_sale,2.0,1.0,0.77,Bridgeton,New Jersey,8302.0,1596.0,2009-02-06,185000.0
685641,for_sale,3.0,2.0,0.25,Cedarville,New Jersey,8311.0,1340.0,2017-01-26,195000.0
685642,for_sale,1.0,1.0,0.2,Bridgeton,New Jersey,8302.0,696.0,2004-09-08,61000.0
685644,for_sale,4.0,2.0,0.11,Salem,New Jersey,8079.0,2438.0,2004-01-15,65000.0
685647,for_sale,3.0,3.0,0.07,Smyrna,Delaware,19977.0,1376.0,2014-12-15,232100.0
685653,for_sale,2.0,1.0,0.9,Salem,New Jersey,8079.0,884.0,2021-05-14,194780.0
685656,for_sale,3.0,3.0,0.47,Woodstown,New Jersey,8098.0,1270.0,1994-01-24,269900.0
685658,for_sale,3.0,1.0,0.55,Malaga,New Jersey,8328.0,1119.0,2021-07-16,239900.0
685659,for_sale,4.0,4.0,0.4,Middletown,Delaware,19709.0,3000.0,2000-12-06,545000.0
685684,for_sale,3.0,1.0,0.12,Salem,New Jersey,8079.0,1795.0,2008-07-24,97500.0
685686,for_sale,3.0,2.0,1.28,Monroeville,New Jersey,8343.0,1882.0,1992-08-18,299900.0
685688,for_sale,2.0,1.0,0.23,Bridgeton,New Jersey,8302.0,720.0,2007-09-11,129900.0
685690,for_sale,5.0,2.0,0.14,Salem,New Jersey,8079.0,2596.0,2018-11-21,74900.0
685694,for_sale,4.0,2.0,0.46,Bridgeton,New Jersey,8302.0,1497.0,2019-09-13,250000.0
685695,for_sale,3.0,4.0,54.63,Bridgeton,New Jersey,8302.0,5278.0,2020-07-31,950000.0
685696,for_sale,2.0,1.0,0.18,Dover,Delaware,19901.0,638.0,1997-07-18,449000.0
685700,for_sale,3.0,2.0,86.0,Salem,New Jersey,8079.0,2105.0,1978-12-27,865000.0
685716,for_sale,4.0,3.0,0.71,Dover,Delaware,19901.0,2400.0,2022-01-21,450000.0
685724,for_sale,3.0,2.0,0.23,Bridgeton,New Jersey,8302.0,1552.0,2009-11-16,182000.0
685725,for_sale,3.0,2.0,2.0,Cedarville,New Jersey,8311.0,1764.0,1998-03-05,214900.0
685727,for_sale,5.0,3.0,0.24,Dover,Delaware,19901.0,2752.0,2012-05-01,298000.0
685730,for_sale,3.0,2.0,0.19,Bridgeton,New Jersey,8302.0,1945.0,2012-06-13,100000.0
685732,for_sale,2.0,1.0,2.0,Newfield,New Jersey,8344.0,1152.0,1987-01-17,180000.0
685733,for_sale,3.0,3.0,0.13,Middletown,Delaware,19709.0,2900.0,2015-01-23,350000.0
685734,for_sale,2.0,1.0,0.32,Middletown,Delaware,19709.0,875.0,2020-09-08,249900.0
685735,for_sale,3.0,2.0,0.22,Elmer,New Jersey,8318.0,1576.0,2021-11-24,175000.0
685737,for_sale,8.0,3.0,0.46,Bridgeton,New Jersey,8302.0,3734.0,2017-11-30,250000.0
685739,for_sale,4.0,2.0,2.57,Millville,New Jersey,8332.0,1620.0,2002-11-04,340000.0
685740,for_sale,3.0,2.0,0.13,Newfield,New Jersey,8344.0,1204.0,2021-09-02,240000.0
685741,for_sale,3.0,1.0,0.52,Elmer,New Jersey,8318.0,1120.0,2016-09-16,199999.0
685747,for_sale,3.0,2.0,1.0,Pilesgrove,New Jersey,8098.0,1800.0,1995-10-23,449000.0
685749,for_sale,3.0,1.0,1.36,Woodstown,New Jersey,8098.0,1300.0,2021-08-31,275000.0
685752,for_sale,4.0,2.0,0.22,Middletown,Delaware,19709.0,2700.0,2017-03-07,540000.0
685755,for_sale,3.0,3.0,1.0,Elmer,New Jersey,8318.0,2153.0,2012-12-17,549000.0
685764,for_sale,6.0,4.0,0.42,Middletown,Delaware,19709.0,3300.0,2021-01-07,620000.0
685765,for_sale,6.0,4.0,0.22,Middletown,Delaware,19709.0,3300.0,2021-01-07,601000.0
685771,for_sale,3.0,2.0,0.22,Elmer,New Jersey,8318.0,1786.0,2007-01-16,179900.0
685774,for_sale,3.0,2.0,0.38,Bridgeton,New Jersey,8302.0,1882.0,2018-04-11,199900.0
685777,for_sale,3.0,4.0,0.06,Middletown,Delaware,19709.0,1900.0,2012-11-01,395000.0
685779,for_sale,6.0,6.0,19.16,Alloway,New Jersey,8001.0,4526.0,2018-09-25,899000.0
685780,for_sale,3.0,4.0,2.55,Monroeville,New Jersey,8343.0,2282.0,1995-04-10,430000.0
685781,for_sale,3.0,3.0,0.09,Middletown,Delaware,19709.0,1900.0,2020-03-17,399000.0
685788,for_sale,3.0,3.0,0.05,Smyrna,Delaware,19977.0,1220.0,2021-05-05,287000.0
685789,for_sale,3.0,3.0,0.05,Middletown,Delaware,19709.0,2325.0,2016-11-18,355000.0
685790,for_sale,3.0,3.0,3.9,Bridgeton,New Jersey,8302.0,2166.0,2020-05-28,465000.0
685794,for_sale,5.0,2.0,0.16,Townsend,Delaware,19734.0,2100.0,1996-10-17,244900.0
685795,for_sale,3.0,3.0,0.31,Bridgeton,New Jersey,8302.0,2098.0,2019-04-08,259900.0
685797,for_sale,3.0,4.0,0.1,Middletown,Delaware,19709.0,2800.0,2021-06-28,450000.0
685798,for_sale,5.0,2.0,0.69,Shiloh,New Jersey,8353.0,2684.0,2003-04-29,205000.0
685799,for_sale,3.0,2.0,1.04,Pittsgrove,New Jersey,8318.0,1192.0,2021-09-08,314900.0
685800,for_sale,2.0,1.0,0.17,Bridgeton,New Jersey,8302.0,1094.0,2021-12-30,139900.0
685802,for_sale,4.0,1.0,0.18,Salem,New Jersey,8079.0,1497.0,2011-07-27,185000.0
685804,for_sale,3.0,3.0,0.75,Pittsgrove,New Jersey,8318.0,1900.0,2006-03-28,397000.0
685805,for_sale,3.0,1.0,0.9,Bridgeton,New Jersey,8302.0,1917.0,2014-03-11,239900.0
685808,for_sale,2.0,1.0,1.8,Cedarville,New Jersey,8311.0,768.0,2017-03-21,115000.0
685811,for_sale,5.0,2.0,0.5,Salem,New Jersey,8079.0,2871.0,2005-05-16,125000.0
685812,for_sale,3.0,3.0,7.92,Salem,New Jersey,8079.0,3336.0,1994-10-20,186900.0
685813,for_sale,3.0,2.0,0.28,Bridgeton,New Jersey,8302.0,2620.0,2014-05-22,189900.0
685814,for_sale,3.0,2.0,0.15,Salem,New Jersey,8079.0,2056.0,2007-07-09,34900.0
685818,for_sale,3.0,2.0,0.17,Salem,New Jersey,8079.0,2500.0,2020-11-23,57200.0
685821,for_sale,4.0,3.0,0.25,Townsend,Delaware,19734.0,4472.0,2006-11-03,480000.0
685822,for_sale,2.0,2.0,0.18,Elmer,New Jersey,8318.0,1206.0,2004-12-01,120000.0
685823,for_sale,4.0,3.0,0.23,Townsend,Delaware,19734.0,3818.0,2018-04-30,510000.0
685824,for_sale,3.0,2.0,0.23,Smyrna,Delaware,19977.0,1488.0,2018-03-22,285000.0
685827,for_sale,4.0,3.0,0.34,Smyrna,Delaware,19977.0,3232.0,1985-10-01,449999.0
685830,for_sale,3.0,1.0,0.37,Newfield,New Jersey,8344.0,816.0,2010-03-02,170000.0
685833,for_sale,3.0,3.0,0.1,Smyrna,Delaware,19977.0,1408.0,2021-11-18,262000.0
685839,for_sale,2.0,1.0,0.34,Franklinville,New Jersey,8322.0,1008.0,2018-12-03,184900.0
685840,for_sale,4.0,3.0,0.77,Middletown,Delaware,19709.0,2950.0,2003-07-29,549900.0
685841,for_sale,4.0,3.0,2.0,Middletown,Delaware,19709.0,2900.0,1994-05-31,488000.0
685845,for_sale,5.0,4.0,0.14,Middletown,Delaware,19709.0,3350.0,2011-08-04,595000.0
685851,for_sale,2.0,1.0,0.94,Woodstown,New Jersey,8098.0,1012.0,2008-05-23,89000.0
685852,for_sale,4.0,3.0,0.17,Smyrna,Delaware,19977.0,2077.0,2012-12-05,324900.0
685856,for_sale,3.0,1.0,0.21,Bridgeton,New Jersey,8302.0,1169.0,2006-08-16,159900.0
685859,for_sale,3.0,1.0,0.46,Bridgeton,New Jersey,8302.0,1604.0,2003-12-01,119600.0
685860,for_sale,2.0,2.0,0.34,Bridgeton,New Jersey,8302.0,1216.0,2010-03-01,225000.0
685861,for_sale,4.0,2.0,0.5,Elmer,New Jersey,8318.0,1456.0,2001-11-30,175000.0
685862,for_sale,3.0,2.0,1.05,Vineland,New Jersey,8360.0,1128.0,2017-08-04,199900.0
685864,for_sale,3.0,2.0,6.0,Bridgeton,New Jersey,8302.0,2292.0,1999-10-21,335000.0
685865,for_sale,3.0,3.0,0.12,Middletown,Delaware,19709.0,1750.0,2016-11-01,305000.0
685867,for_sale,5.0,4.0,0.32,Townsend,Delaware,19734.0,3225.0,2017-11-14,565500.0
685868,for_sale,3.0,2.0,24.23,Salem,New Jersey,8079.0,1500.0,1984-08-03,400000.0
685869,for_sale,3.0,2.0,0.46,Elmer,New Jersey,8318.0,1152.0,2021-01-21,325000.0
685870,for_sale,4.0,2.0,1.31,Elmer,New Jersey,8318.0,1624.0,2007-07-25,349900.0
685871,for_sale,4.0,5.0,68.0,Bridgeton,New Jersey,8302.0,5050.0,2000-05-11,995000.0
685872,for_sale,3.0,4.0,0.06,Delaware City,Delaware,19706.0,2150.0,2010-08-17,309000.0
685873,for_sale,4.0,3.0,0.28,Smyrna,Delaware,19977.0,2221.0,2017-06-07,449000.0
685874,for_sale,3.0,3.0,0.06,Middletown,Delaware,19709.0,2125.0,2012-05-01,355000.0
685875,for_sale,4.0,3.0,0.32,Townsend,Delaware,19734.0,2000.0,2021-10-29,375000.0
685878,for_sale,6.0,5.0,41.1,Dover,Delaware,19901.0,7254.0,2009-01-05,1500000.0
685880,for_sale,3.0,4.0,0.4,Odessa,Delaware,19730.0,3725.0,1998-11-23,649000.0
685881,for_sale,3.0,4.0,0.06,Townsend,Delaware,19734.0,2425.0,2002-05-09,330000.0
685882,for_sale,4.0,2.0,0.59,Elmer,New Jersey,8318.0,1997.0,1986-07-28,425000.0
685883,for_sale,4.0,4.0,0.48,New Castle,Delaware,19720.0,2925.0,2018-12-17,519900.0
685886,for_sale,4.0,3.0,0.75,Middletown,Delaware,19709.0,2775.0,1998-05-13,510000.0
685887,for_sale,4.0,3.0,0.03,Delaware City,Delaware,19706.0,1307.0,1978-05-01,115000.0
685889,for_sale,4.0,4.0,0.11,Middletown,Delaware,19709.0,2275.0,2020-01-06,449900.0
685893,for_sale,3.0,3.0,0.21,Salem,New Jersey,8079.0,1958.0,2002-01-02,92500.0
685896,for_sale,3.0,2.0,0.21,Bridgeton,New Jersey,8302.0,1272.0,2022-03-03,119900.0
685897,for_sale,2.0,1.0,0.21,Townsend,Delaware,19734.0,1200.0,2021-09-21,209000.0
685898,for_sale,3.0,1.0,0.29,Salem,New Jersey,8079.0,1028.0,2006-05-02,180000.0
685899,for_sale,4.0,4.0,0.59,Bridgeton,New Jersey,8302.0,2292.0,2019-04-04,275000.0
685902,for_sale,4.0,3.0,1.03,Middletown,Delaware,19709.0,2400.0,2013-03-01,494900.0
685903,for_sale,5.0,3.0,0.74,Elmer,New Jersey,8318.0,3800.0,2010-06-14,380000.0
685904,for_sale,3.0,2.0,1.0,Middletown,Delaware,19709.0,1975.0,1977-11-01,415000.0
685905,for_sale,3.0,2.0,0.08,Bridgeton,New Jersey,8302.0,1511.0,1994-07-12,99900.0
685906,for_sale,3.0,2.0,0.24,Bridgeton,New Jersey,8302.0,1000.0,2022-01-19,225000.0
685908,for_sale,3.0,3.0,0.06,Smyrna,Delaware,19977.0,1406.0,2003-11-06,232000.0
685910,for_sale,2.0,2.0,0.19,Townsend,Delaware,19734.0,1475.0,2020-11-24,399950.0
685911,for_sale,4.0,3.0,0.59,Pittsgrove,New Jersey,8318.0,2697.0,1989-12-18,439000.0
685912,for_sale,4.0,5.0,17.4,Dover,Delaware,19901.0,3568.0,2017-03-01,850000.0
685913,for_sale,4.0,3.0,0.5,Middletown,Delaware,19709.0,2850.0,2018-07-03,595000.0
685917,for_sale,3.0,3.0,0.05,Middletown,Delaware,19709.0,2100.0,2020-06-15,315000.0
685918,for_sale,4.0,2.0,2.6,Middletown,Delaware,19709.0,2300.0,1995-04-19,610000.0
685921,for_sale,2.0,1.0,0.11,Smyrna,Delaware,19977.0,1008.0,2006-01-17,185000.0
685922,for_sale,3.0,2.0,0.27,Bridgeton,New Jersey,8302.0,1546.0,2005-10-24,179000.0
685924,for_sale,3.0,2.0,0.15,Bridgeton,New Jersey,8302.0,1806.0,2005-10-19,59000.0
685926,for_sale,3.0,2.0,2.0,Bridgeton,New Jersey,8302.0,1232.0,2015-04-24,199900.0
685927,for_sale,3.0,3.0,0.37,Newfield,New Jersey,8344.0,2358.0,2020-12-02,394900.0
685931,for_sale,2.0,2.0,6.0,Middletown,Delaware,19709.0,1500.0,1994-03-01,225000.0
685937,for_sale,3.0,2.0,1.0,Newfield,New Jersey,8344.0,1350.0,2005-07-25,249000.0
685938,for_sale,4.0,1.0,0.16,Salem,New Jersey,8079.0,1305.0,2020-05-29,120000.0
685941,for_sale,3.0,3.0,0.06,Middletown,Delaware,19709.0,2125.0,2018-04-24,350000.0
685942,for_sale,6.0,5.0,0.41,Smyrna,Delaware,19977.0,3912.0,1995-12-01,515000.0
685943,for_sale,5.0,4.0,0.26,Bridgeton,New Jersey,8302.0,2128.0,2021-04-13,249900.0
685945,for_sale,4.0,3.0,0.45,Middletown,Delaware,19709.0,3000.0,2019-10-22,520000.0
685946,for_sale,2.0,1.0,0.4,Bridgeton,New Jersey,8302.0,960.0,2006-08-01,194900.0
685948,for_sale,3.0,2.0,0.18,Smyrna,Delaware,19977.0,1676.0,1998-07-01,269500.0
685949,for_sale,2.0,2.0,0.14,Townsend,Delaware,19734.0,2050.0,2001-11-29,414900.0
685950,for_sale,4.0,3.0,0.29,Townsend,Delaware,19734.0,2225.0,2008-09-30,489900.0
685953,for_sale,4.0,4.0,0.15,Smyrna,Delaware,19977.0,2188.0,2005-02-15,330000.0
685956,for_sale,4.0,3.0,0.23,Middletown,Delaware,19709.0,2450.0,2017-07-24,499999.0
685959,for_sale,2.0,1.0,0.13,Bridgeton,New Jersey,8302.0,1128.0,1999-10-12,45000.0
685960,for_sale,4.0,1.0,0.78,Bridgeton,New Jersey,8302.0,1774.0,2003-10-23,60000.0
685962,for_sale,4.0,2.0,0.09,Bridgeton,New Jersey,8302.0,1549.0,2010-03-01,150000.0
685964,for_sale,4.0,4.0,0.46,Middletown,Delaware,19709.0,4600.0,2019-02-06,850000.0
685965,for_sale,2.0,1.0,0.85,Woodstown,New Jersey,8098.0,1025.0,1999-08-30,135000.0
685966,for_sale,2.0,2.0,0.9,Bridgeton,New Jersey,8302.0,1440.0,2022-02-07,259000.0
685967,for_sale,3.0,4.0,0.13,Middletown,Delaware,19709.0,3125.0,2021-03-31,599900.0
685972,for_sale,3.0,1.0,1.0,Bridgeton,New Jersey,8302.0,1380.0,2019-09-12,260000.0
685974,for_sale,4.0,2.0,0.58,Alloway,New Jersey,8001.0,1734.0,2018-02-15,325000.0
